"","tweet_text","created_at","screen_name","name"
"231"," medh will elect to audit the entire co and up list to an exchange or otc qb  market update‚Ä ","2017-02-01 10:04:06","BenStockers","Ben Molly"
"232"," i think the stock market is starting to realize who‚Äôs in the oval office","2017-01-31 11:17:50","PrincessBravato","WeThePeople"
"233","the stock markets favorite trump promise might be a dud if there was one thing investors‚Ä ","2017-02-02 16:23:12","newsfinder247","newsfinder"
"234","otc markets  official site of the otcqx otcqb and otc pink marketplaces featuring free stock amp 

","2017-02-01 15:19:11","OtcBullsNet","OTC Bulls"
"235","the latest china stock market news thanks to    china news","2017-01-31 12:21:54","China_advisor","Chinese Companies"
"236","stability returns to global food commodity prices for the first time since  ","2017-02-02 07:57:08","KAH_HQ","Kids Against Hunger"
"237","wayback machine buy when the masses are scared and run when they are not ","2017-02-02 10:27:04","trend_auditor","Trend Auditor"
"238","‚Äúthe stock market is the only market that when prices are slashed clients run away‚Äù ‚Äì don connelly","2017-01-31 18:10:22","EnlightenFinan","Enlighten Financial"
"239","is the trump effect over is a stock market crash next investing trading ","2017-02-02 09:24:03","trend_auditor","Trend Auditor"
"240","  really checked the stock market and weakening  lately thank your fuhrer trump and mini me bannon","2017-01-31 14:59:16","jax_crab","Jacqueline Crabtree"
"241"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:38:02","sroses1994","ss"
"242"," whatilearnedtoday stock market crash  mehbacon shortage omg activate the national guard","2017-02-02 06:19:26","DocThompsonShow","Doc Thompson"
"243"," majority of trump voters also believe unemployment and the stock market fell in the past  years retards","2017-02-01 14:48:57","NilhasNadam","NilahsNadam"
"244"," rene rivkin i hate weekends because there is not stock market","2017-01-31 08:38:13","nubostongeorge","OTC BOSTON GEORGE"
"245"," congrats drys just hit  up from my alert   trade daytrade the chart not stock‚Ä","2017-01-31 11:06:29","oGuigureco","kody"
"246","  cuban got spanked and embarrassedhe said stock market would tank then it hit all time high after trump election ha ha","2017-01-31 19:29:27","complxgrl","Kathryn"
"247"," market bottoms usually occur when airwaves are full of negative news ","2017-02-01 10:11:34","ScuttleButAlert","ScuttleButAlert"
"248","market extra stockmarket trading is time shifting in the age of passive investing ","2017-02-02 08:25:10","fabio_vanorio","Fabio Vanorio"
"249","herd mentality amp why this stock market bull will not crash ","2017-01-31 20:27:50","Jedi_Pite_Bre","Stocks_&_Dividends"
"250"," shareholder register tightening great to see this before news hits ","2017-02-01 13:12:54","danscomp7","Dan R"
"251","lemmings only function in the stock market is to serve as cannon fodder ","2017-02-02 11:28:50","yerissa_blondee","Yerissa Melonfield"
"252"," bad news donnieboy 
seems the stock market doesnt like 
your racism amp hate 

who knew right ","2017-01-31 20:22:41","ytzpaul","Ytzpaul"
"253"," are you watching   ","2017-01-31 07:54:26","DLuhtjarv","Dawn Charlonne"
"254"," the stock market right now myvote electionnight ","2017-02-02 09:33:30","69b8bd412e89417","Galamander"
"255","stocks off will these  techs follow apple to strong gains in  tech stocks","2017-02-02 12:51:07","Top_Tech_Stocks","Top Tech Stocks "
"256","snapchat files plans for us stock market listing ","2017-02-02 17:48:49","snstxwawgoxq1","Henriette Betton"
"257"," i remember hearing during the election how the stock market would tank if trump won guess what the dow hit  for th‚Ä","2017-01-31 14:24:04","hyland114","hyland11"
"258","and stock market going from  to  wasnt good enough ","2017-02-02 19:56:19","Personanondata","Michael Cairns"
"259","from a contrarian perspective a trump win would create a lovely opportunity in the stock market ","2017-02-01 16:14:33","yerissa_blondee","Yerissa Melonfield"
"260","buythedip stock market slumps as investors sell industrials tech stocks ","2017-01-31 11:08:14","RonReblando","Ron Reblando"
"261","investing the stock market can be fun and profitable provided you don‚Äôt act like a jackass  ","2017-02-02 10:03:40","meyers000111","Johnathan Meyers"
"262"," ","2017-02-01 10:43:28","izzy6968","Nichole"
"263","‚êÔè news ‚Ä dan loeb if trump is going to make america great again he needs a strong stock market he has a‚Ä‚Ä ","2017-02-02 08:34:02","mascaracity","."
"264"," brazil stock market rally depends on one thing brazil brazil ","2017-02-02 06:41:16","uk24news","Christal"
"265","trump s presidency  stockmarket crash or start of new megatrends ","2017-02-01 09:24:56","yerissa_blondee","Yerissa Melonfield"
"266","         hows that stock market doing boss  congrats you alone","2017-01-31 11:20:04","us_econ","USEcon"
"267","stock market update energy shows relative weakness equity indices are little changed since the last‚Ä briefingcom","2017-02-01 12:31:41","FinanzLinksCom","FinanzLinksUSA"
"268","apple bumps up stock futures ahead of fed release stock market investors ","2017-02-01 08:04:06","ibex35_pro","Mister Ibex"
"269"," the stock market set to go bullish  ","2017-01-31 17:45:24","davldjmccune","David McCune"
"270"," the stock market in  ","2017-02-01 14:45:47","caaaaitlinn","CP Squared"
"271","tom brady has the power to decide the super bowl and stock market ","2017-02-01 16:55:38","DarcyWells65","Darcy Wells"
"272","no they wont when the stock market tanks ","2017-02-02 17:00:54","cabrobst","Charles Brobst"
"273"," bad news donnieboy 
seems the stock market doesnt like 
your racism amp hate 

who knew right ","2017-01-31 17:42:34","veve4heart","PMK"
"274","ruggero respigo  how the rule of law can affect the stock market via reconomics ","2017-01-31 13:32:54","RuggeroRespigo","Ruggero Respigo"
"275"," the secs reaction to high frequency trading amtd bac bcs bid bnpqy cboe cme cs db g‚Ä","2017-01-31 13:27:12","2025shift","2025shift"
"276"," every time trump speaks this is what your k amp stock market is doing
very dangerous unstable incoherent ","2017-02-02 13:45:30","KenMcLarenx23","Mario K Vazquez"
"277"," trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 12:55:54","ElGuerrero561","Tech & Buzz"
"278","an analysis of amazon web services contribution to inc  stock market daily investors w ","2017-02-02 10:30:21","cloudfeednet","CloudFeed.Net"
"279","tracking stock market trends with ‚Ä   ","2017-02-01 09:02:29","SarahMoore202","Sarah Moore"
"280","me yesterday revolution now
me today hm what part of the stock market should i invest in","2017-02-02 09:03:32","viletrans","‚ò≠kill the nazi‚ò≠"
"281","a multi billionaire and he justifies his mcdonalds breakfast order based on the stock market","2017-02-02 08:55:35","J_Lujan12","Jessica Lujan"
"282"," over the long term the stock market news will be good w buffett mba aacsb edtech digped bschool globaled ","2017-02-01 09:29:34","RyR3nTV","Ryan Karen TV"
"283"," stock market slumps as investors sell industrial tech shares  ","2017-01-31 18:51:20","jazzy74","Annie @jazzy74"
"284","majesco ltd granting of employee stock options esops sensex nifty","2017-02-01 08:02:03","stocksnews9","bse nse news bot"
"285","altrincham timperley huge demand from buyers amp a shortfall of stock so take advantage of a buoyant housing market‚Ä ","2017-02-02 14:30:31","thornleygroves","Thornley Groves"
"286","how is the stock market still doing so well even after the dollar is dropping aliens wejustdontknow ","2017-02-02 17:17:47","RelicVampire","Rob Thompson"
"287"," obama leaving trump with a strong economy of amerca with health coverage unemployment rate of   gdp   tr‚Ä ","2017-01-31 07:59:07","9a1e6c8a99984e2","@towman883"
"288","negative interest rates will fuel volatility and stock market opportunity ","2017-02-02 13:00:10","draco333999","Draco  Cooper"
"289","stock index futures trading lower ","2017-01-31 10:04:36","SimamsProperty","SimamsProperties"
"290"," its always advisable to have a cleat objective when you get into the stock market tradingbell ","2017-02-02 13:51:37","josndungu","Josephine N-Okore"
"291"," bahahaha ignorant much profit up ","2017-01-31 13:48:53","LisaLimonTx","Lisa Limon"
"292","x options volume chart in animation free stock station app itunes ","2017-02-02 18:31:08","OptionsProVol","OptionsPro Volume"
"293","slw options oi chart free stock station app itunes ","2017-01-31 08:45:09","OptionsProOI","OptionsPro OI"
"294","as an investor there are some things that you can‚Äôt control ie stock market performance ","2017-02-02 13:02:24","RyanPMcDermott","Ryan P. McDermott"
"295"," i know my stock image options are limited okay","2017-01-31 16:23:52","AbdulAzim","Abdul-Azim"
"296","what the stock market is saying trump may have a downside too  ","2017-01-31 12:10:19","barronsadvisors","Barron's Advisors"
"297","apple just destroyed more than  billion in stock market value in under an hour aapl ","2017-02-01 08:34:50","jeanincess","Jean ‚ôõ"
"298","saudi arabian stock market again testing post down trendline log scale ksa ","2017-02-01 08:25:27","JLyonsFundMgmt","Dana Lyons"
"299","stock market analysis in the new age trading traders","2017-02-01 14:51:26","MarketTech","Market Technologies"
"300"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 19:54:01","FarsaneKay","Farsane Kay"
"301"," apptrade talks about  creating the stock market of apps ","2017-01-31 08:14:29","2ParkCity","Mr. Sass"
"302","you have to respect a stock market breakout ","2017-02-01 14:47:15","Touch_Trades","TouchTrades.com"
"303","academia need i remind you that it was with the paid consent of folks from academia that crashed the stock market crushing","2017-01-31 13:34:17","tiktokthoughts","Nicholas Ricks"
"304"," how to trade binary options on netflix stock right now you must see this gtgt ","2017-01-31 13:16:08","LuvMyLife_53","Kim"
"305","three charts illustrating hated stock market bull still has legs ","2017-02-02 11:20:32","saul42","Tactical Investor"
"306","wake up every morning and look at the stock market ","2017-02-02 14:33:00","A1_Livin_","A1"
"307","america business
todays stock market update  ","2017-01-31 11:08:34","americanews808","America News Network"
"308","overcoming the fear of losing money in the stockmarket by being a contrarianinvestor ","2017-02-02 17:38:31","solomon99999000","Vlad Rothstein"
"309","clintonlinked firm plummets first day on stock market ","2017-02-02 19:55:09","NewsAmericansUS","News Mr. President"
"310","legendary stock picker bill miller sees the market ok as long as bond yield remains low ","2017-02-02 07:20:57","EmpComLLC","Emperor Commodus LLC"
"311","   also genocide nuclear war and a stock market crash","2017-01-31 07:22:02","timboconqueso","Timbo"
"312"," us he have genre huge dining later io two med involunteer ibushiro anding room and up no one in the stock marke‚Ä","2017-02-01 11:30:29","stocknetwork","stocknetwork"
"313","stock market talkz ‚Ä re financial reportsq ","2017-02-02 09:50:00","lanka_equity","lanka equity forum"
"314","from russia with love russian stock market great long term buy ","2017-01-31 15:32:14","meyers000111","Johnathan Meyers"
"315","investing the stock market can be fun and profitable provided you don‚Äôt act like a jackass  ","2017-02-01 09:11:31","whiskey999111","Philip Ragner"
"316","marketwatch market snapshot stock market ends mostly lower but posts monthly gains finance topstories","2017-01-31 16:28:47","dailyfn","Daily #Finance"
"317","the stock market is way overbought awqi","2017-02-01 08:27:22","oslo32175","oslo32175"
"318"," markets take renminbis elevation as reserve currency in their stride  afr com trading places stock market scene  the c‚Ä","2017-02-01 10:06:43","stockwhispers","Penny Stock Whispers"
"319","all stock market corrections should be embracedmarket not ready to crash  ","2017-01-31 17:16:29","yerissa_blondee","Yerissa Melonfield"
"320"," almost the entire trump bump in the stock market has gone away ","2017-01-31 19:08:02","Eaglestar51st","Eaglestar"
"321"," our money isnt actually worth shit if the stock market crashes it holds no value","2017-02-01 13:23:07","CooleeBravo","Coolee Bravo "
"322","should investors buy the stockmarket dip ","2017-02-01 15:22:13","NewsmaxFinance","Newsmax Finance"
"323","has to be ability not knowledge surely its difficult for the  in poverty to choose mo to retirement over‚Ä ","2017-01-31 09:27:36","RyanStraight","Dr. Ryan Straight"
"324","is motorola solutions incnyse msi a large market cap stock a smart buy motorola ","2017-01-31 19:34:04","MotorolaBeeA7","Motorola Bee"
"325","stock market its time to ignore growth and to worry about‚†risks ","2017-02-02 19:27:33","bankinformer","Bank Informer"
"326"," play stock ticker ‚Äì the classic stock market board game ‚Äì how to play what stock price ","2017-02-01 11:46:17","urstarpass88","Sarah Winot"
"327","welcome to miccolos blog nigerian stock market gainers and losers  ","2017-02-01 12:42:35","miccolosblog","Miccolos Blog"
"328"," how to trade binary options on netflix stock right now you must see this gtgt ","2017-01-31 18:14:34","SeersGlft","Seer's Gift"
"329"," stock market current events sweden","2017-01-31 18:35:33","benduyprev91","Emily Johnson"
"330","stock market morning  ","2017-02-02 08:53:12","HotStocks_NYC","Hot Stocks NYC"
"331"," british stock market topeka","2017-02-02 13:58:53","mernolphpa87","Autumn"
"332","boom in us company stock buybacks not over set to continue for years to come investing trading ","2017-01-31 09:13:28","solomon99999000","Vlad Rothstein"
"333","vrx at  buy  stock market alert sent at  am et to subscribers stocks","2017-02-02 10:13:33","eStockPicks","eStockPicks"
"334","tsco  threadneedle asset mgmt hldgs ltd form   tesco plc ","2017-02-02 09:39:07","mark332300","Mark"
"335","stock market bull will go ballistic under trump administration ","2017-02-01 12:56:53","trend_auditor","Trend Auditor"
"336","the stock market is way overbought fck","2017-01-31 14:24:17","tart35031","tart35031"
"337","the stock market is way overbought fck","2017-01-31 14:24:18","wicu35901","wicu35901"
"338","seasonal stock market trends ff list rt like tipromoservice ","2017-02-01 10:50:39","PCGuyNetwork","#1 Tech Geek"
"339"," mortgages debut setting next stage for stockmarket bull investing trading ","2017-01-31 18:22:21","meyers000111","Johnathan Meyers"
"340","futures rise on apple rally fed meeting in focus  reuters  us stock index futures rose on wednesday in  ","2017-02-01 08:01:30","Property_Tour","Property Tour"
"341","jaywiz financial reources stock market timingwhat now  the week will end ","2017-02-02 16:06:20","JaywizFinancial","Gerald Jay Strauss"
"342"," hey the stock market is down  since the ban announcement can you tweet about it pls ","2017-01-31 19:01:53","heatherdubbz","Hedder Whaleyyboo"
"343","indonesia expects investment in energy to soar amid rising commodity prices investmentresources ","2017-01-31 17:45:04","WUN2","Nathaniel Askew"
"344","is the us stock market rally a set up to bring down donald trump through an orchestrated financial crash ","2017-01-31 17:31:50","TrutherForever","Truther Forever"
"345","mbt dividend stock  russias largest wireless cell phone telecommunications pro dividends passiveincome stocks","2017-02-02 06:31:33","madcashlab","Cash Lab"
"346","the stock market is pure fiction what it took a company to build over years can be wiped off in a sec deck","2017-02-02 20:02:10","BagholderQuotes","Bag Holder"
"347","vix is totally useless for predicting stockmarket direction focus on masspsychology and the trend ","2017-02-02 06:19:31","meyers000111","Johnathan Meyers"
"348","stock market falls again gold amp silver rip higher by gregory mannarino ","2017-01-31 20:14:51","emctsprime","emctsprime"
"349","clintonlinked ‚Äòlaureate education‚Äô tanks in first day on stock market ","2017-02-02 09:15:31","WeTrustInTrump","We Will MAGA"
"350","hertz global htz stock moving higher on merger chatter  cna   cna finance‚Ä market","2017-02-01 13:19:24","mergerinvesting","Merger Investing"
"351","commented on stocktwits the stock market based on an expected value calcu ","2017-02-01 15:51:16","IlluminatInvest","Illuminati Investor"
"352","should you invest in the stock market now stock investing earlyretire ","2017-02-02 11:24:09","TPOHappiness","TPOHappiness"
"353","awesome new patriotic stock design  polyester  or fleece  options x   samph  email hono‚Ä ","2017-01-31 10:03:19","HonorBlankets","Honor Blankets"
"354","the stock market loves chaos or hates it depending on which side you take insiders know you can make money when the market goes down too","2017-01-31 16:19:14","shurispat1945","patricia overaitis"
"355"," the way to go man ","2017-02-02 12:11:33","AngeloSatori","Angelo."
"356","yahoofinance drops in postelection stock winners drag market lower ","2017-01-30 18:23:27","serge_poznanski","serge poznanski"
"357","stock market prediction algorithm based on ai returns up to  in  days stocks stockmarket","2017-02-02 08:26:08","IKFRussia","—è –∑–Ω–∞—é –ø–µ—Ä–≤—ã–º"
"358","apple just destroyed more than  billion in stock market value in under an hour applestock‚Ä applestockaapl","2017-02-01 08:34:42","s0fla0","Sofia"
"359","live  catch  on varney at  et today  topics include trump rally stock market crash amp a drop in middle class net worth","2017-02-02 09:45:08","economymarkets","Economy and Markets"
"360","futures slip as investors fret over trumps policies  reuters  us stock index futures fell on tuesday th ","2017-01-31 08:02:24","puttnpdx","Paul Devereaux"
"361","how the stock market decides warren buffetts mcdonalds breakfast  busines leadership management","2017-02-01 12:18:43","mecffx","MEC-Fairfax"
"362","tsco  lansdowne partners uk llp form   tesco plc ","2017-01-31 08:04:06","mattison76","matt ison"
"363","today stock market ","2017-01-31 17:37:00","StockBrain99","Trader Bob"
"364","thats why i referenced canadian weedstocks but to clarify on the otc on canadian exchange duediligence is alw‚Ä ","2017-02-02 15:21:38","Cynical_turd","Nasty Cynical Turd"
"365","ask a fool is the stock market too expensive to invest in right now   ","2017-02-01 19:09:55","HFinancialspan","Financial Span"
"366","i should take all my savings for a down payment on a home out of the stock market right","2017-02-01 20:25:37","CF_Larue","Eric Chesterton"
"367","good insights by  in this  story  signs a  selloff in february may be in the cards ","2017-01-31 07:55:28","AndrewThrasher","Andrew Thrasher, CMT"
"368"," as trump speaks realtime about a rising stock market friday marked  straight trading days wo  decline for the samp‚Ä","2017-02-01 11:05:56","solangepedreir1","solange pedreira"
"369","high frequency trading flash boys losing steam stockbroker ","2017-02-02 12:48:33","currenex1","currenex"
"370","how to achieve above average gains in the stock market  ","2017-02-02 12:26:02","Jedi_Pite_Bre","Stocks_&_Dividends"
"371"," he quit boasting about the stock market too","2017-02-01 11:16:13","72greysweater","mer"
"372","facebook fb doesnt make a stock market   fb is fools bait  sell short and get out crash abou‚Ä ","2017-02-02 09:18:45","Shadow6Actual","Veteran-Citizen 219"
"373","what are binary options market iqoption trade stock exchange risk money finance profit loss euro dollar","2017-02-01 11:50:58","nadun_don","Nadun 'Don"
"374","the stock market is way overbought awqi","2017-02-01 08:27:15","atig37238","atig37238"
"375","negative interest rates will fuel volatility and stock market opportunity ","2017-01-30 18:24:47","yerissa_blondee","Yerissa Melonfield"
"376","masspsychology states trump win will create lovely stockmarket buying opportunity ","2017-01-31 14:30:42","yerissa_blondee","Yerissa Melonfield"
"377"," clintonlinked ‚Äòlaureate education‚Äô tanks in first day on stock market ","2017-02-02 12:16:05","Jlarry55My","Helter Skelter"
"378","never make financial decisions based on mainstream news  ","2017-01-30 18:27:03","yerissa_blondee","Yerissa Melonfield"
"379","prepare for the imminent global economic collapse  stock market crash ","2017-01-31 20:20:28","junktex","George W.Reichel"
"380","sou  sound energy plc preliminary volume estimates and work programme ","2017-02-01 09:55:08","lauriesandra","Laurie Ash"
"381","snapchat files plans for us stock market listing ","2017-02-02 17:48:53","npxwozgao","Raul Burnsall"
"382","snapchat owner files for listing on us stock market to raise bn making it by bbcbreaking ","2017-02-02 17:39:20","domorvandil","Dom Orvandil"
"383","two sectors that will thrive under a trumpadministration ","2017-02-02 06:22:51","solomon99999000","Vlad Rothstein"
"384","with a phony stock market at  ‚Äúonly precious metals give opportunity to make real gains‚Äù ","2017-02-02 17:16:44","tompomona","Tom Pomona"
"385","stock up for a rainy day ‚òîÔè","2017-02-02 17:44:01","ChristopherOLe6","Kit O'Leary"
"386","prem  premier african minerals limited zulu lithium and tantalum project update ","2017-01-31 10:54:02","contactmeup","CMU"
"387"," herbert hoover after the stock market crash of  ","2017-02-01 14:13:03","bartobovary","cacciatore nel bosco"
"388"," how tom brady could easily decide the fate of the stock market for the rest of the year ","2017-02-01 16:10:47","wwwadventures","wwwadventures"
"389","japanese stock market performance‚† ","2017-02-01 13:36:09","MBN_Business","Market Business News"
"390"," messy travel ban rollout ruins stock market surge ","2017-01-31 18:54:21","gussy173","Gustavo Meneses"
"391","met options volume chart in animation free stock station app itunes ","2017-02-02 15:31:08","OptionsProVol","OptionsPro Volume"
"392","don‚Äôt fight the fed unless you want to get thumped on the head stock market bull not ready to die  ","2017-02-01 18:05:09","saul42","Tactical Investor"
"393","a weak start to september for us stock market ","2017-02-02 19:46:15","investinginsigh","Investing Insight"
"394","ma kingofthebraves thanks for reaching out partners are independent contractors at this time stock options are not available","2017-02-02 08:33:04","rumeofs","Rumeofs"
"395","news otc markets group welcomes minco gold to otcqx otc markets group inc business fdlx","2017-01-31 08:41:14","fdlx_com","–ù–æ–≤–æ—Å—Ç–∏ fdlx.com #UA"
"396","dow jones industrials could soar to k as  trillion sitting on sidelines waiting to be invested ","2017-02-01 18:53:01","saul42","Tactical Investor"
"397","us stocks fall for fourth day as european stocks close lower spx","2017-01-31 18:15:27","spxindex","spxindex‚Äã.‚Äãcom"
"398"," i wonder what a chart of a market making new highs all the time would look like ","2017-02-01 11:51:16","txaggie2oo5","Ellen Batchelder"
"399"," chaos you mean the stock market at record highs","2017-01-31 13:30:39","slayking9","Reed Rothchild"
"400"," investtalk  investment in stock market financial planning retirement planning money management podcast  how ","2017-02-01 20:23:32","Justinaklein","Justin Klein"
"401","mega trends in place after trumpamprsquos media defying win early bird gets the worm late bird the bullet ","2017-02-02 11:03:23","saul42","Tactical Investor"
"402"," we had a booming stock market in  and then went into the worlds greatest depression","2017-01-31 09:18:24","thestockgeek","Stock Geek"
"403"," trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 10:42:34","NancyParris1","Nancy Parris"
"404","businesses will thrive under trump amp wages will rise ‚Äì america will rise again ","2017-02-01 18:38:30","solomon99999000","Vlad Rothstein"
"405","before the bell sampp futures  nasdaq futures 

us stockindex futures fell as investors focused on ‚Ä ","2017-01-31 09:53:16","TTMarketNews_pl","TeleTrade"
"406","tsco  fil limited form   booker group plc ","2017-01-31 09:27:03","galebett","janet gale"
"407","msi  motorola solutions elects ken denman to its board of directors ","2017-02-02 16:15:08","chris1king_king","Chris King"
"408"," at the stock market you have to behave as if you take a bath in cold waters jump in and get out again quickly 
‚Ä","2017-02-02 11:06:14","90IP6","90"
"409","learn the most commonly used ways to evaluate stocks in the stock market our next webinar‚Ä ","2017-02-01 19:11:01","wealthwomen","Women in Wealth"
"410"," the stock market in  ","2017-02-01 18:04:34","bellagdelgado","b"
"411","technews snapchat files plans for us stock market listing  snap the parent company of messaging app snapcha ","2017-02-02 19:05:53","GetOneBill","Tony Griffiths"
"412","gabfam maga news trump clintonlinked ‚Äòlaureate education‚Äô tanks in first day on stock market h ","2017-02-02 19:42:43","zlatford","Zak ◊ñ÷∏◊î÷∏◊ë R"
"413","tsco  wellington management group llp form   tesco plc ","2017-01-31 09:49:07","mark332300","Mark"
"414"," the stock market hates trump‚Äôs economic policies a column by  ","2017-01-31 10:50:31","bupton57","Bob Upton"
"415"," stock market highs make strong case for precious metal buys  
businessfunds free m‚Ä","2017-02-01 18:48:46","PhilipLemmons2","Busine$$$Facilitator"
"416","  the way trump is crashing the stock market dougs donors probably lost that much in the last two days alone","2017-01-31 12:16:10","PutinsLapDog","Jerry Coleman"
"417","lost  gtk in   with the exception of apple im out  

really like u but have to block u bc youre annon‚Ä ","2017-02-02 15:23:09","PresidentDJT_Sr","(((PresidentTrump)))"
"418"," we welcome forex traders to join our pmfxi system as well as stock market mutual funds real estates investors currenc‚Ä","2017-02-01 07:42:30","wildweststocks","Buck"
"419","straight from the stock market apple soars to month high on hopes for next iphone ","2017-02-01 12:35:26","jimhunt44","Jim Hunt"
"420","bbcworld rt bbcbreaking snapchat owner files for listing on us stock market to raise bn making it biggest us‚Ä ","2017-02-02 17:36:19","CyberAnonymous","SwarTz Mooha"
"421","let workers decide on provident fund economic survey stock market ","2017-01-31 08:00:06","livetips4u","Live Trading Tips"
"422"," negative effects revguidance gt market caps and valuations gt stock price better big negative imo","2017-01-31 09:48:44","BioBull1","BioBull"
"423","how the stock market decides warren buffetts mcdonalds breakfast every day  business insider mcdonalds ","2017-02-02 12:53:38","McDonalds_News_","McDonald's"
"424"," stock market listings denton","2017-02-01 13:39:00","lectercwhi89","Sophia Tyson"
"425"," motif ‚Äì an online brokerage built around you stock market quotes ","2017-02-02 07:58:51","taederrect89","Kaitlyn Black"
"426","wall street suffers worst day in months following trump travel ban ","2017-02-01 11:20:21","f750611a4c3a485","julie"
"427"," when will the stock market sell off when the bulls have an excuse to take profits and run for the hills","2017-01-31 08:48:52","cwilliamsmarga3","Margaret C. Williams"
"428","trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 10:17:25","Fertigos","FollowAndFollowNews"
"429"," none of that has anything to do with racismalt its gov we pay taxes to taking a shit on us for stock dividends amp cheap labor","2017-02-02 17:02:55","dudajeffrey","FidoBrand"
"430"," trump white house says its putting iran on notice another red fag for stock market there are s‚Ä","2017-02-01 15:00:13","DonInLowell","DonInLowell"
"431","market extra the fate of the stock market rests on tom brady‚Äôs shoulders ","2017-02-01 16:09:22","Tkforextv","Timothy Kelly"
"432"," phillip fisher the stock market is filled with individuals who know the price of everything but the value of nothing","2017-02-01 07:14:59","Natalia__design","Natalia Maher"
"433"," reasons you should be trading stock options  ","2017-02-02 18:13:00","worthynow","Worthy Financial"
"434"," stratospheric valuation total stock market capitalization as a ratio of gross domestic income at  spx spy‚Ä ","2017-02-01 12:01:16","robbertjohnsjol","Robbert-John"
"435","commodity prices almost hit month high in january ","2017-01-31 13:23:08","pnoytrader","aDriAn CaMpOs "
"436"," stratospheric valuation total stock market capitalization as a ratio of gross domestic income at  spx spy‚Ä ","2017-02-01 11:35:32","wsthomas23","Bill Thomas"
"437","brazil stock market rally depends on one thing brazil brazil","2017-02-02 08:48:31","brittawalkk","Brittany"
"438","snapchat owner files for listing on us stock market to raise bn making it by bbcbreaking ","2017-02-02 17:58:38","Dan51Swenk5","dan51"
"439","how major us stock market indexes fared on thursday  abc news for more investing tips ","2017-02-02 19:53:25","isaganimeliton","Stock Market Secrets"
"440"," i know right stock market crash jobs lost houses lostunpaid for waroh wait","2017-02-02 09:37:28","aplus__arab","aplus arab"
"441"," stock market current wyoming","2017-02-02 07:31:32","comthufast89","Caroline"
"442","why the dowjones is destined to trend a lot higher than most bulls can imagine ","2017-02-02 18:46:08","saul42","Tactical Investor"
"443"," billion

stocks have always come out of crisesover the long term the stock market news will warren buffett ‚Ä","2017-01-31 07:47:10","beanerboard","the beaner board"
"444","no more bs its time to get in on the stock market real people do real things","2017-02-01 13:04:01","TortaDiver2","el gran santo"
"445","now important updates stock market gold silver by gregory mannarino ","2017-02-02 20:33:30","CHANNEL428","NEWS CHANNEL 428"
"446","the stock market valuation chart shows valuation now at same level as  only year  bubble was greater","2017-02-01 14:16:39","BertDohmen","Bert Dohmen"
"447","stock market rises on fed statement apple rally facebook android app go to ","2017-02-01 16:09:29","andrebuklaw","Andre Abouzzaty"
"448"," trump‚Äôs honeymoon with the stock market will soon be over  the guardian ","2017-02-02 16:19:46","oralcarter","Oral R Carter"
"449","brazil stock market rally depends on one thing brazil ","2017-02-02 10:48:35","adao0o","Ada"
"450","investing directly in chinese markets are like wild westman with biggest gun takes it all ","2017-02-02 10:00:16","saul42","Tactical Investor"
"451"," apple just destroyed more than  billion in stock market value applestock aapl","2017-02-01 07:15:20","gimestas","Gi's"
"452","it is time now to participate in the next socialmedia venture‚† get equity stock options ","2017-01-31 12:59:33","pandoraskids","Jean-Pierre DEMURGER"
"453","the stock market is way overbought awqi","2017-02-01 08:27:16","bibu38465","bibu38465"
"454","are you prepared for the crash of the stock market then view dont b stupid christian","2017-02-02 17:26:00","IMReadingLyrics","Reading Lyrics"
"455"," the stock market in  ","2017-02-02 18:23:56","dameredith11","Dalton Meredith"
"456","sentiment analysis states trading based on mainstream media recipe for bankruptcy ","2017-02-02 14:30:43","me_the_investor","W_investor"
"457","stock market its time to ignore growth and to worry about risks ","2017-02-02 17:25:27","arthurjeannerot","Arthur Jeannerot"
"458","aapl stocks lower as chips crash will amazon follow apple facebooks lead ","2017-02-02 11:09:10","finzine","finzine"
"459"," snapchat files plans for stock market listing  bbc news for more investing tips and ","2017-02-02 17:52:15","bostonnewslocal","Boston Local News"
"460","the stock market review is out stories  trading forex","2017-02-02 06:58:34","DVerial","Damon Verial"
"461"," tradingproverbs stock market sayings poster pack
the  most well known investing sayings
‚Ä ","2017-02-01 07:33:05","thestockgeek","Stock Geek"
"462"," gold gains as stock market volatility collapses to year lows ","2017-02-02 16:35:34","camlllechuga","Neomi"
"463","tom brady has the power to decide the super bowl and stock market ","2017-02-01 13:04:44","EugeneHegerty","Eugene Hegerty"
"464","isnt taking  long to tank the stock market or is he just manipulating it for his cabinet members keep an eye on them","2017-01-31 12:57:22","OuttaJoint","outta joint"
"465"," apms  resolves to never be anything greater than a stock ticker and transcriptionist for marketbased‚Ä ","2017-02-01 10:45:37","j_bigboote","John, Your Comrade"
